series,threshold,precision,recall
In,-0.0228116270884313,0.017857142857142856,0.9565217391304348
In,-0.0227533327354213,0.017871649065800164,0.9565217391304348
In,-0.0227309131370125,0.01788617886178862,0.9565217391304348
In,-0.0226477120119887,0.017915309446254073,0.9565217391304348
In,-0.0225586974024337,0.017959183673469388,0.9565217391304348
In,-0.0224226113759443,0.017988552739165987,0.9565217391304348
In,-0.0216574823989406,0.01800327332242226,0.9565217391304348
In,-0.0215832594268648,0.018018018018018018,0.9565217391304348
In,-0.0215757976686242,0.018032786885245903,0.9565217391304348
In,-0.0214464576472865,0.0180623973727422,0.9565217391304348
In,-0.0212511496564422,0.018077239112571898,0.9565217391304348
In,-0.0210995661638733,0.018136850783182192,0.9565217391304348
